title,content,page,source,source_file
Chi tiết Chương trình đào tạo Ngành Kinh tế hàng không thông minh (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 3),"Sau khi tốt nghiệp Cử Kinh doanh quốc tế nhân tại Đại học Hoa Sen, sinh viên có cơ hội tiếp tục học Thạc sĩ tại Đại học Massey (New Zealand) và được cấp visa 03 năm để làm việc tại New Zealand, với mức thu nhập tối thiểu dao động từ 60.000 đến 90.000 NZD/năm. Bên cạnh đó, các bạn còn có thể tham gia các chương trình trao đổi học tập và giao lưu quốc tế tại nhiều quốc gia, để mở rộng kiến thức và nâng cao khả năng giao tiếp trong môi trường toàn cầu. • Thực tập tại các doanh nghiệp uy tín: Sinh",1,Ngành Kinh tế hàng không thông minh.pdf,Ngành Kinh tế hàng không thông minh_chunk_6.csv
Chi tiết Chương trình đào tạo Ngành Kinh tế hàng không thông minh (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 4),"tiếp trong môi trường toàn cầu. • Thực tập tại các doanh nghiệp uy tín: Sinh viên sẽ được trải qua hai kỳ thực tập để rèn luyện kỹ năng nghề nghiệp, tiếp xúc với môi trường làm việc thực tế tại các doanh nghiệp xuất nhập khẩu, thương mại quốc tế, công ty đầu tư quốc tế, công ty logistics và các cảng biển, hãng hàng không, hãng tàu, kho bãi trong và ngoài nước.",1,Ngành Kinh tế hàng không thông minh.pdf,Ngành Kinh tế hàng không thông minh_chunk_7.csv
Chi tiết Chương trình đào tạo Ngành Kinh tế hàng không thông minh (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 1),"• Kiến thức: Vận dụng nền tảng vững chắc về kinh tế, chính trị, xã hội kết hợp với kiến thức chuyên sâu về kinh tế và kinh doanh quốc tế, nhằm đánh giá, đàm phán, quản lý rủi ro trong các dự án đầu tư; xây dựng thỏa thuận và triển khai hiệu quả các hoạt động kinh doanh ở cả thị trường trong nước và quốc tế. • Kỹ năng: Sinh viên có khả năng phân tích, lập kế hoạch và đánh giá quy trình nhằm nhận diện cơ hội, đề xuất giải pháp kinh doanh hiệu quả. Thành thạo tư duy phản biện và kỹ năng đàm phán để",2,Ngành Kinh tế hàng không thông minh.pdf,Ngành Kinh tế hàng không thông minh_chunk_8.csv
Chi tiết Chương trình đào tạo Ngành Kinh tế hàng không thông minh (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 2),"pháp kinh doanh hiệu quả. Thành thạo tư duy phản biện và kỹ năng đàm phán để đạt được các thỏa thuận đầu tư. Có năng lực tổ chức, điều phối hoạt động kinh doanh và thích ứng nhanh trong môi trường đa văn hóa. • Thái độ: Xây dựng ý thức trách nhiệm nghề nghiệp, nhận biết và thích ứng linh hoạt, cập nhật thay đổi về kinh tế, xã hội, chính trị trong tiến trình toàn cầu hóa. Có tinh thần cầu tiến, tự nghiên cứu để đa dạng hóa định hướng công việc. Có trách nhiệm với cộng đồng, tuân thủ quy định",2,Ngành Kinh tế hàng không thông minh.pdf,Ngành Kinh tế hàng không thông minh_chunk_9.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kinh tế thể thao (Phần 1),"• Thuộc khoa Kinh doanh • Đơn vị giáo dục đầu tiên tại Việt Nam đào tạo chính quy Kinh tế thể thao • Giáo trình kết hợp kiến thức kinh tế, quản trị và thể thao • Cơ hội việc làm rộng mở với mức thu nhập hấp dẫn • Tự hào là đơn vị đầu tiên và duy nhất tại Việt Nam tiên phong đào tạo Cử nhân Kinh tế thể thao, đón đầu xu hướng phát triển ngành công nghiệp thể thao, Khoa Kinh doanh Trường Đại học Hoa Sen là nơi đào tạo những chuyên gia hiểu biết kinh tế, quản trị kết hợp thể thao để phát triển các",1,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_0.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kinh tế thể thao (Phần 2),"những chuyên gia hiểu biết kinh tế, quản trị kết hợp thể thao để phát triển các hoạt động kinh doanh và dịch vụ thể thao. • Mã ngành: 7310113 • Tổ hợp môn: C01, C02, B03, C03, C04, D01, X01/C14, X02/K21, X03/TH8, X04/TH8 • Thời gian đào tạo: 4 năm • Văn bằng: Cử nhân Kinh tế thể thao • Kiến thức nền tảng: Trang bị kiến thức về kinh tế, quản trị, marketing, tài chính cùng kiến thức chuyên sâu về thể thao, kinh doanh thể thao, tổ chức sự kiện… • Kỹ năng thực tế: Kỹ năng quản trị, điều hành và",1,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_1.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 2),doanh quốc tế o Giáo dục thể chất 2 o Kinh tế chính trị Mác – Lênin o Tự chọn Giáo dục khai phóng 1 o Tài chính doanh nghiệp o Nhập môn hệ thống thông tin quản lý o Hành vi khách hàng o Nguyên lý kế toán o Nhập môn kinh tế thể thao o Thực tập nhận thức • Năm 3: o Chủ nghĩa xã hội khoa học o Tin học ứng dụng khối ngành Kinh tế o Quản trị dự án o Quản lý công trình thể thao o Quản lý câu lạc bộ thể thao o Tư tưởng Hồ Chí Minh o Tự chọn Giáo dục khai phóng 2 o Phương pháp nghiên cứu trong kinh,2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_10.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 3),"Hồ Chí Minh o Tự chọn Giáo dục khai phóng 2 o Phương pháp nghiên cứu trong kinh doanh o Tổ chức & đánh giá sự kiện thể thao o Quản lý các tổ chức thể thao o Chọn 1 trong 2: Kiến thức cơ sở về An toàn trong thể thao, Quản lý địa điểm và cơ sở vật chất trong sự kiện thể thao o Tự chọn tự do • Năm 4:  Quản trị chiến lược  Đề án ngành Kinh tế thể thao  Quản trị sự kiện thể thao  Chọn 1 trong 2: Quản trị vận hành doanh nghiệp, Quản trị tài trợ và sự kiện  Lịch sử Đảng Cộng sản Việt Nam  Giáo",2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_11.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 4),"nghiệp, Quản trị tài trợ và sự kiện  Lịch sử Đảng Cộng sản Việt Nam  Giáo dục thể chất 3  Chọn 1 trong 2: Thực tập tốt nghiệp, Khoá luận tốt nghiệp",2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_12.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 5. Cơ hội nghề nghiệp (Phần 1),"Sau khi tốt nghiệp, sinh viên chương trình đào tạo Kinh tế thể thao có thể công tác tại các cơ quan Nhà nước, các doanh nghiệp cung cấp dịch vụ thể dục thể thao, trường học, trung tâm thể dục thể thao, câu lạc bộ thể dục thể thao: • Chuyên viên kinh doanh – quản lý phòng gym, câu lạc bộ thể thao • Thiết kế, quản lý chương trình thể thao giải trí, tổ chức sự kiện thể thao • Quản lý du lịch thể thao, khu thể thao ở khách sạn, resort • Quản lý bán hàng thiết bị thể thao,đàm phán và nghiên cứu thị",4,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_13.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 5. Cơ hội nghề nghiệp (Phần 2),"sạn, resort • Quản lý bán hàng thiết bị thể thao,đàm phán và nghiên cứu thị trường • Quản lý, trưởng phòng, giám đốc kinh doanh; Khởi nghiệp công ty riêng.",4,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_14.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 6. Đăng ký tư vấn tuyển sinh,• Đăng ký tư vấn tại đường link: https://www.hoasen.edu.vn/tuyensinh/education/chuong-trinh-kinh-te-the-thao/,5,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_15.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kinh tế thể thao (Phần 3),"thể thao, tổ chức sự kiện… • Kỹ năng thực tế: Kỹ năng quản trị, điều hành và phát triển các sản phẩm thể thao, khả năng thuyết phục khách hàng, khả năng thích ứng thay đổi từ thị trường… • Thái độ – Tác phong: Định hình thế hệ trẻ có tác phong làm việc chuyên nghiệp, tinh thần trách nhiệm, cầu tiến, nỗ lực đóng góp giá trị cho tổ chức. • Ngoại ngữ – Công nghệ: Trang bị kỹ năng ngoại ngữ, thành thạo tin học văn phòng, biết cách ứng dụng các công nghệ vào công việc hiệu quả.",1,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_2.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 1),"• Kết nối kinh tế và thể thao: Đón đầu xu hướng phát triển nền công nghiệp thể thao, HSU tiên phong đào tạo kết hợp 3 yếu tố kinh tế – quản trị – thể thao, trang bị tư duy điều hành, năng lực tổ chức và khả năng thích ứng để người học phát triển các hoạt động kinh tế thể thao – một thị trường lớn, chuyên biệt và tiềm năng. • Giảng viên giàu kinh nghiệm thực tế: Đội ngũ giảng viên tốt nghiệp từ các trường đại học danh tiếng, là các chuyên gia kinh tế, nhà quản lý thể thao, vận động viên, huấn",1,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_3.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 2),"tiếng, là các chuyên gia kinh tế, nhà quản lý thể thao, vận động viên, huấn luyện viên có kinh nghiệm giảng dạy cùng kiến thức chuyên sâu về kinh tế lẫn thể thao. • Học từ thực tiễn thể thao: Được học thực hành trong môi trường thể thao chuyên nghiệp: trung tâm thể thao, câu lạc bộ thể thao, doanh nghiệp thể thao, tổ chức sự kiện thể thao… là cầu nối giúp sinh viên sớm thích nghi với thị trường lao động và khẳng định năng lực trong lĩnh vực đầy năng động và tiềm năng. • Thực tập tại các doanh",1,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_4.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 3),"năng lực trong lĩnh vực đầy năng động và tiềm năng. • Thực tập tại các doanh nghiệp uy tín: Mỗi sinh viên thuộc chương trình đào tạo Quản trị nhân lực tại Trường Đại học Hoa Sen sẽ tham gia 2 kỳ thực tập (nhận thức – tốt nghiệp), nhằm tiếp cận với môi trường doanh nghiệp và nâng cao tư duy, khả năng xử lý công việc thực tế.",1,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_5.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 1),"• Vận hành tổ chức thể thao: Sinh viên có thể đảm nhận các hoạt động vận hành của tổ chức thể thao và đơn vị kinh doanh sản phẩm thể thao. Xây dựng kế hoạch tiếp thị, kế hoạch truyền thông, kế hoạch phát triển nhân sự và quy trình làm việc… Đánh giá khả năng rủi ro trong các sự kiện thể thao và đề xuất giải pháp cho tổ chức. • Kỹ năng nghề nghiệp: Vận dụng linh hoạt những kỹ năng về quản trị, tiếp thị, tài chính trong kinh doanh thể thao. Phân tích dịch vụ và sản phẩm phù hợp từng loại hình thể",2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_6.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 2),"kinh doanh thể thao. Phân tích dịch vụ và sản phẩm phù hợp từng loại hình thể thao. Kết hợp các kỹ năng giao tiếp, làm việc nhóm, phát triển mối quan hệ và quản lý dự án, khả năng ngoại ngữ và tin học văn phòng một cách hiệu quả. • Phát triển bền vững: Sinh viên tuân thủ đạo đức nghề nghiệp trong lĩnh vực thể thao; Có trách nhiệm với cộng đồng; Tôn trọng sự khác biệt giữa các nền văn hóa và tự tin hòa nhập trong môi trường toàn cầu; Chủ động thực hiện các nhiệm vụ được giao và không ngừng học",2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_7.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 3),"trường toàn cầu; Chủ động thực hiện các nhiệm vụ được giao và không ngừng học hỏi, nâng cao nghiệp vụ.",2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_8.csv
Chi tiết Chương trình đào tạo Kinh tế thể thao (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 1),• Năm 1: o Tiếng Anh hội nhập quốc tế 1 o Tiếng Anh hội nhập quốc tế 2 o Tiếng Anh hội nhập quốc tế 3 o Tiếng Anh hội nhập quốc tế 4 o Tin học dự bị o Quản trị học o Đạo đức kinh doanh o Triết học Mác – Lênin o Giáo dục thể chất 1 o Kinh tế vi mô o Marketing căn bản o Thống kê ứng dụng o Pháp luật đại cương o Giáo dục quốc phòng • Năm 2: o Tiếng Anh hội nhập quốc tế 5 o Kinh tế vĩ mô o Quản trị nhân sự o Nhập môn kinh doanh quốc tế o Giáo dục thể chất 2 o Kinh tế chính trị Mác – Lênin o Tự chọn,2,Ngành Kinh tế thể thao.pdf,Ngành Kinh tế thể thao_chunk_9.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kiểm thử phần mềm (Phần 1),"• Thuộc khoa Công nghệ • Chương trình đào tạo đạt chất lượng AUN-QA (Đông Nam Á). • 60% thời lượng đào tạo dành cho thực hành dự án thực tế. • 55% sinh viên làm việc tại doanh nghiệp quốc tế và có yếu tố nước ngoài trước khi tốt nghiệp. • Kiểm thử phần mềm hướng đến đào tạo nguồn nhân lực có năng lực thiết kế, phát triển, kiểm thử và bảo trì hệ thống phần mềm trên nhiều nền tảng công nghệ. Chương trình học kết hợp giữa lý thuyết, kỹ năng mềm, khả năng sử dụng ngoại ngữ và định hướng nghề nghiệp",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_0.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kiểm thử phần mềm (Phần 2),"lý thuyết, kỹ năng mềm, khả năng sử dụng ngoại ngữ và định hướng nghề nghiệp rõ ràng, tạo nền tảng vững chắc cho sinh viên phát triển trong môi trường làm việc đa lĩnh vực, đa văn hóa và có khả năng thích ứng với thị trường lao động quốc tế. • Mã ngành: 7480103 • Tổ hợp môn: C01, C02, B03, C03, C04, D01, X01/C14, X02/K21, X03/TH8, X04/TH8 • Thời gian đào tạo: 4 năm • Văn bằng: Cử nhân Kỹ thuật phần mềm • Kiến thức nền tảng: Nắm vững kiến thức về lập trình phát triển dự án phần mềm, cơ sở dữ",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_1.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 1),• Năm 1: o Tiếng Anh hội nhập quốc tế 1 o Tiếng Anh hội nhập quốc tế 2 o Tin học dự bị o Nhập môn lập trình o Hệ thống máy tính o Giáo dục thể chất 1 o Tiếng Anh hội nhập quốc tế 3 o Tiếng Anh hội nhập quốc tế 4 o Toán rời rạc o Cấu trúc dữ liệu và giải thuật o Lập trình hướng đối tượng o Giáo dục thể chất 2 o Triết học Mác-Lênin o Giáo dục khai phóng 1 o Giáo dục quốc phòng • Năm 2: o Tiếng Anh hội nhập quốc tế 5 o Đại số tuyến tính o Cơ sở dữ liệu o Mạng máy tính cơ sở o Giáo dục thể chất 3 o,2,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_10.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 2),Đại số tuyến tính o Cơ sở dữ liệu o Mạng máy tính cơ sở o Giáo dục thể chất 3 o Kinh tế chính trị Mác – Lênin o Pháp luật đại cương o Xác suất thống kê cho kỹ sư o Hệ quản trị cơ sở dữ liệu o Lý thuyết hệ điều hành o Phân tích thiết kế hướng đối tượng o Chủ nghĩa xã hội khoa học o Giáo dục khai phóng 2 o Thực tập nhận thức • Năm 3: o Công nghệ phần mềm o Kiểm thử phần mềm o Phát triển Web front-end o An toàn phần mềm và hệ thống o Tư tưởng Hồ Chí Minh o Tự chọn tư do o Phân tích hệ thống nghiệp,2,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_11.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 3),"và hệ thống o Tư tưởng Hồ Chí Minh o Tự chọn tư do o Phân tích hệ thống nghiệp vụ o Thiết kế tương tác o Phát triển ứng dụng Internet of Things o Rà soát và kiểm chứng phần mềm • Năm 4: o Kiến trúc phần mềm o Quản trị dự án phần mềm o Quản lý chất lượng phần mềm o Kiểm thử phần mềm tự động cho Web và Mobile o Phát triển dự án kiểm thử phần mềm o Lịch sử Đảng Cộng Sản Việt Nam o Chọn 1 trong 2 học phần: Thực tập tốt nghiệp, Khoá luận tốt nghiệp",2,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_12.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 5. Cơ hội nghề nghiệp,"Sinh viên tốt nghiệp chương trình đào tạo Kiểm thử phần mềm sở hữu nền tảng kiến thức chuyên sâu cùng kỹ năng thực hành vững vàng, sẵn sàng làm việc trong nhiều lĩnh vực như: • Kỹ sư phần mềm phụ trách hệ thống. • Chuyên viên kiểm thử. • Chuyên viên kiểm soát chất lượng và quy trình phát triển phần mềm.",4,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_13.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 6. Đăng ký tư vấn tuyển sinh,• Đăng ký tư vấn tại đường link: https://www.hoasen.edu.vn/tuyensinh/education/chuong-trinh-kiem-thu-phan-mem/,5,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_14.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kiểm thử phần mềm (Phần 3),"nền tảng: Nắm vững kiến thức về lập trình phát triển dự án phần mềm, cơ sở dữ liệu. Hiểu rõ nguyên lý để phân tích và xử lý thông tin về cấu trúc dữ liệu, thiết kế đảm bảo chất lượng phần mềm để áp dụng vào thực tế. • Kỹ năng thực tế: Vận dụng hiệu quả kiến thức chuyên môn cùng các kỹ năng mềm trong việc phân tích, đánh giá công nghệ và đưa ra giải pháp phù hợp, nhằm xử lý hiệu quả các yêu cầu và thách thức trong từng dự án phần mềm. • Thái độ – Tác phong: Định hình thế hệ trẻ có tác phong làm",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_2.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kiểm thử phần mềm (Phần 4),"dự án phần mềm. • Thái độ – Tác phong: Định hình thế hệ trẻ có tác phong làm việc chuyên nghiệp, tinh thần trách nhiệm, cầu tiến, nỗ lực đóng góp giá trị cho tổ chức. • Ngoại ngữ – Công nghệ: Trang bị kiến thức ngoại ngữ chuyên ngành cùng khả năng giao tiếp tiếng Anh nhằm thích nghi môi trường làm việc toàn cầu.",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_3.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 1),"• Đạt chuẩn AUN-QA (Đông Nam Á): Chương trình đào tạo được được đánh giá nghiêm ngặt và toàn diện theo quy trình khép kín bởi Tổ chức AUN-QA, từ mục tiêu, thiết kế, giảng dạy, hoạt động kiểm tra đến kết quả học tập. Sinh viên được tiếp cận những phương pháp học tập tiên tiến, từ đó phát triển tư duy và kỹ năng một cách toàn diện. • Cơ hội việc làm môi trường quốc tế: Theo thống kê tỷ lệ việc làm của chương trình đào tạo Kỹ thuật phần mềm trước khi tốt nghiệp vào 06/2025 của HSU cho thấy, 55%",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_4.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 2),"tạo Kỹ thuật phần mềm trước khi tốt nghiệp vào 06/2025 của HSU cho thấy, 55% sinh viên làm việc tại doanh nghiệp quốc tế và có yếu tố nước ngoài. • Học tập dựa trên thực hành dự án: Với phương pháp học tập Project-base learrning, hơn 60% thời lượng đào tạo ngành Công nghệ thông tin là dành cho các dự án thực tế, thường xuyên nâng cao kỹ năng nghề nghiệp thông qua các cuộc thi công nghệ trong và ngoài trường, các buổi sinh hoạt câu lạc bộ chuyên ngành lập trình, công nghệ… • Thực tập tại các",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_5.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 2. Thế mạnh chương trình (Phần 3),"buổi sinh hoạt câu lạc bộ chuyên ngành lập trình, công nghệ… • Thực tập tại các doanh nghiệp uy tín: Sinh viên sẽ được trải qua hai kỳ thực tập để rèn luyện kỹ năng và tiếp xúc với môi trường chuyên nghiệp, mở rộng cơ hội việc làm tại các tập đoàn công nghệ lớn như BOSCH, DXC Technology, FPT, VNG…",1,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_6.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 1),"• Năng lực chuyên môn: Nắm vững kiến thức chuyên sâu về kỹ thuật phần mềm, thiết kế, phát triển, kiểm thử và bảo trì phần mềm, vận dụng tốt công nghệ trong thực tế. Vận dụng thành thạo kỹ năng để xây dựng các hệ thống phần mềm chất lượng cao, đáp ứng yêu cầu kỹ thuật và nghiệp vụ đa dạng của doanh nghiệp trong và ngoài nước. • Kỹ năng nghề nghiệp: Tập trung rèn luyện kỹ năng lập trình chuyên sâu, quản lý dự án công nghệ thông tin và làm việc thành thạo với các quy trình phát triển phần mềm hiện",2,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_7.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 2),"thông tin và làm việc thành thạo với các quy trình phát triển phần mềm hiện đại. Sinh viên có khả năng làm chủ và ứng dụng linh hoạt các công cụ, công nghệ tiên tiến trong từng giai đoạn của quy trình phát triển phần mềm. • Phát triển bền vững: Hình thành năng lực làm việc độc lập, tự bồi dưỡng và học tập trọn đời. Đồng thời thích ứng làm việc nhóm và giữ vững tinh thần trách nhiệm. Tác phong làm việc chuyên nghiệp, luôn nỗ lực cầu tiến và tuân thủ pháp luật, các chuẩn mực trong đạo đức nghề",2,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_8.csv
Chi tiết Chương trình Kiểm thử phần mềm (thuộc diện Đào tạo Đại học) - Phần 3. Chuẩn đầu ra (Phần 3),"luôn nỗ lực cầu tiến và tuân thủ pháp luật, các chuẩn mực trong đạo đức nghề nghiệp.",2,Ngành Kiểm thử phần mềm.pdf,Ngành Kiểm thử phần mềm_chunk_9.csv
Chi tiết Chương trình đào tạo Kế toán – Kiểm toán (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kế toán – Kiểm toán (Phần 1),"• Thuộc khoa Kinh doanh • Rèn luyện kỹ năng mềm thông qua các hoạt động của CLB Kế toán – Kiểm toán • Đội ngũ giảng viên giàu kinh nghiệm thực tiễn, trên 80% đào tạo tại nước ngoài. • Cơ hội nhận chứng chỉ kế toán quốc tế ACCA (Anh Quốc) • Mục tiêu của chương trình đào tạo Kế toán – Kiểm toán là đào tạo nguồn nhân lực có kiến thức chuyên sâu, tư duy phân tích và năng lực thực hành vững vàng, đáp ứng yêu cầu quản lý – tài chính tại các doanh nghiệp trong nước và quốc tế. Với chương trình đào tạo",1,Ngành Kế toán - Kiểm toán.pdf,Ngành Kế toán - Kiểm toán_chunk_0.csv
Chi tiết Chương trình đào tạo Kế toán – Kiểm toán (thuộc diện Đào tạo Đại học) - Phần 1. Tổng quan - Kế toán – Kiểm toán (Phần 2),"tài chính tại các doanh nghiệp trong nước và quốc tế. Với chương trình đào tạo đạt được công nhận bởi các tổ chức nghề nghiệp quốc tế ACCA (Anh Quốc), CPA (Úc), sinh viên tốt nghiệp Khoa Kinh doanh HSU sẽ tự tin hội nhập trong thị trường tài chính – kế toán toàn cầu. • Mã ngành: 7340301 • Tổ hợp môn: C01, C02, B03, C03, C04, D01, X01/C14, X02/K21, X03/TH8, X04/TH8 • Thời gian đào tạo: 4 năm • Văn bằng: Cử nhân Kế toán • Kiến thức nền tảng: Chương trình đào tạo Kế toán – kiểm toán được xây dựng",1,Ngành Kế toán - Kiểm toán.pdf,Ngành Kế toán - Kiểm toán_chunk_1.csv
Chi tiết Chương trình đào tạo Kế toán – Kiểm toán (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 1),• Năm 1: o Tiếng Anh hội nhập quốc tế 1 o Tiếng Anh hội nhập quốc tế 2 o Tiếng Anh hội nhập quốc tế 3 o Tiếng Anh hội nhập quốc tế 4 o Tin học dự bị o Quản trị học o Đạo đức kinh doanh o Triết học Mác – Lênin o Giáo dục thể chất 1 o Kinh tế vi mô o Marketing căn bản o Thống kê ứng dụng o Pháp luật đại cương o Giáo dục quốc phòng • Năm 2: o Tiếng Anh hội nhập quốc tế 5 o Nguyên lý kế toán o Tài chính doanh nghiệp o Giáo dục thể chất 2 o Kinh tế chính trị Mác – Lênin o Tự chọn Giáo dục khai phóng,2,Ngành Kế toán - Kiểm toán.pdf,Ngành Kế toán - Kiểm toán_chunk_10.csv
Chi tiết Chương trình đào tạo Kế toán – Kiểm toán (thuộc diện Đào tạo Đại học) - Phần 4. Cấu trúc chương trình đào tạo (Phần 2),"dục thể chất 2 o Kinh tế chính trị Mác – Lênin o Tự chọn Giáo dục khai phóng 1 o Chủ nghĩa xã hội khoa học o Tin học ứng dụng khối ngành Kinh tế o Thuế o Kế toán tài chính 1 o Kinh tế vĩ mô o Thực tập nhận thức • Năm 3: o Phân tích báo cáo tài chính o Hệ thống thông tin kế toán o Kế toán quản trị chi phí o Kế toán tài chính 2 o Chọn 1 trong 2 học phần: Phần mềm kế toán số, Ứng dụng dữ liệu lớn trong phân tích tài chính o Tư tưởng Hồ Chí Minh o Tự chọn Giáo dục khai phóng 2 o Phân tích dữ liệu",2,Ngành Kế toán - Kiểm toán.pdf,Ngành Kế toán - Kiểm toán_chunk_11.csv
